embedding,labels
[0.7882353 0.43137255 0.4117647 Ellipsis 0.33333334 1.0 0.0],[ 92 161 162 164 165 166 167 168]
[0.21176471 0.4117647 0.7529412 Ellipsis 0.35686275 0.0 0.4],[54]
[0.10980392 0.38431373 0.7254902 Ellipsis 0.5529412 0.04705882 0.74509805],[ 55 299 499]
[0.48235294 0.25490198 0.2901961 Ellipsis 0.0 0.15686275 0.0],[137 267 270]
[0.0 0.9372549 0.0627451 Ellipsis 0.4 0.26666668 0.0],[300 316 319]
[0.6627451 0.5921569 0.48235294 Ellipsis 0.5686275 0.9843137 1.0],[137 282]
[0.50980395 0.65882355 0.5529412 Ellipsis 0.2901961 0.65882355 0.0],[  0  73  74  79 122]
[0.7529412 0.30588236 0.49803922 Ellipsis 0.81960785 0.20392157 0.29803923],[137 280]
[0.32156864 0.5764706 0.3647059 Ellipsis 0.0627451 0.627451 0.0],[300 307 315 526]
[0.38039216 0.14509805 0.6745098 Ellipsis 1.0 0.9098039 0.19607843],[364 365]
[0.4627451 0.39215687 0.9098039 Ellipsis 0.60784316 0.52156866 0.93333334],[  0 524]
[0.0 1.0 0.09019608 Ellipsis 0.0 1.0 1.0],[335 339]
[0.0 0.8039216 0.21176471 Ellipsis 0.28627452 0.5254902 0.0],[283 285 301 302]
[0.48235294 0.6039216 0.83137256 Ellipsis 0.15294118 0.33333334 1.0],[0 1]
[0.3529412 0.37254903 0.44313726 Ellipsis 0.12156863 0.5686275 0.6901961],[286 287 289 291]
[0.12941177 0.41568628 0.49019608 Ellipsis 0.6784314 0.5137255 0.9019608],[  0 453]
[0.16078432 0.46666667 0.7254902 Ellipsis 0.40784314 0.63529414 0.3372549],[  0 514]
[0.81960785 0.36078432 0.1764706 Ellipsis 0.6117647 0.27058825 0.20784314],[300 307 313 315]
[0.7176471 0.3529412 0.5058824 Ellipsis 0.6313726 0.7921569 0.5058824],[92]
[0.23921569 0.2784314 0.7294118 Ellipsis 0.0 0.05882353 0.47843137],[ 0 34]
[0.7764706 0.3254902 0.2784314 Ellipsis 1.0 0.12156863 1.0],[135 137]
[0.76862746 0.38431373 0.24313726 Ellipsis 0.3137255 1.0 0.08627451],[137 244]
[0.34117648 0.3882353 0.57254905 Ellipsis 0.3254902 0.90588236 0.6392157],[72 73 81 85]
[0.1254902 0.40784314 0.5529412 Ellipsis 1.0 1.0 0.0],[  0 456 506]
[0.84705883 0.4862745 0.5058824 Ellipsis 0.5529412 0.15686275 0.42352942],[ 27 137 477]
[0.8039216 0.39607844 0.24705882 Ellipsis 0.21176471 0.19607843 1.0],[137 221]
[0.7882353 0.27058825 0.36078432 Ellipsis 0.59607846 0.4627451 0.5019608],[483 484 495]
[0.14509805 0.45882353 0.16470589 Ellipsis 0.90588236 1.0 0.14901961],[415]
[0.45490196 0.5176471 0.972549 Ellipsis 0.15294118 1.0 0.46666667],[362]
[0.0627451 1.0 0.14901961 Ellipsis 1.0 1.0 1.0],[  0 137 358]
[0.88235295 0.38431373 0.28627452 Ellipsis 0.8 0.5882353 0.17254902],[137 279]
[0.41568628 0.30588236 0.73333335 Ellipsis 0.0 0.5764706 0.0],[54 73]
[0.12941177 1.0 0.41960785 Ellipsis 0.08627451 0.7607843 0.7058824],[  0 299]
[0.7764706 0.3372549 0.52156866 Ellipsis 0.54509807 0.38039216 0.5254902],[251]
[0.39607844 0.57254905 0.33333334 Ellipsis 0.8117647 0.42352942 0.46666667],[300 306 307 312]
[0.4 0.78039217 0.68235296 Ellipsis 0.45490196 0.4509804 0.72156864],[161 164 170]
[0.5019608 0.1764706 0.8 Ellipsis 0.2 0.54509807 1.0],[ 0 25]
[0.8235294 0.827451 0.7176471 Ellipsis 0.14117648 0.56078434 0.0],[190]
[0.70980394 0.21960784 0.4 Ellipsis 0.4627451 0.29411766 0.9843137],[137 280]
[0.0 1.0 0.0 Ellipsis 1.0 1.0 0.23921569],[300 337 343 349 352]
[0.23137255 0.37254903 0.7764706 Ellipsis 0.52156866 0.50980395 0.73333335],[ 0 94]
[0.83137256 0.4627451 0.17254902 Ellipsis 0.43137255 0.34117648 1.0],[137 280]
[0.3254902 0.32941177 0.3019608 Ellipsis 0.12941177 0.43137255 0.0],[440]
"[0.49019608 0.52156866 0.34509805 Ellipsis 0.39215687 0.32156864
 0.17254902]",[137 220 223]
[0.1764706 0.39215687 0.43137255 Ellipsis 0.41960785 0.6901961 0.01568628],[126 128 129]
[0.7372549 0.34901962 0.5137255 Ellipsis 0.0 0.4745098 0.7294118],[185 186]
[0.2901961 0.5058824 0.5294118 Ellipsis 1.0 0.0 1.0],[458]
[0.65882355 0.85882354 0.95686275 Ellipsis 0.7176471 0.4117647 0.0],[  9  27 137]
[0.16078432 0.3372549 0.69411767 Ellipsis 0.18431373 0.32941177 0.52156866],[72 73 81 83]
[0.38039216 0.28235295 0.85882354 Ellipsis 0.654902 0.0 0.3019608],[  0 411 506]
[0.7882353 0.39607844 0.33333334 Ellipsis 1.0 1.0 0.21176471],[137 138 140 464]
[0.73333335 0.61960787 0.65882355 Ellipsis 0.6862745 0.47058824 0.98039216],[137 138 139 140 141 146]
[0.32156864 0.99607843 0.0 Ellipsis 0.0 0.5647059 0.30980393],[468 469]
[0.85490197 1.0 0.4117647 Ellipsis 0.43137255 0.5686275 0.654902],[137 233]
[0.0 0.85490197 0.45490196 Ellipsis 0.827451 0.10980392 0.7882353],[ 98 106 107]
[0.18431373 0.50980395 0.4745098 Ellipsis 0.6392157 1.0 0.0],[293]
[0.43137255 1.0 0.40392157 Ellipsis 1.0 1.0 0.0],[322 323 324 396]
[0.7529412 0.6156863 0.73333335 Ellipsis 1.0 0.0 0.30588236],[137 226 250 251 265]
[0.5254902 0.9843137 0.972549 Ellipsis 0.7607843 0.95686275 0.28235295],[ 27 137 248 507]
[0.09803922 0.61960787 0.7411765 Ellipsis 0.37254903 1.0 0.5137255],[364 365]
[0.8039216 0.7058824 0.41568628 Ellipsis 0.4509804 0.0 0.3019608],[ 27  29 137]
[0.42352942 0.8039216 0.7764706 Ellipsis 0.07058824 0.68235296 0.3372549],[  0  96 137]
[0.0 1.0 0.0 Ellipsis 0.1254902 0.9098039 0.0],[413]
[0.49803922 0.3372549 0.36862746 Ellipsis 0.69803923 0.65882355 0.0],[429]
[0.4627451 0.4862745 0.70980394 Ellipsis 0.47058824 1.0 0.0],[289 290]
[0.6862745 0.43529412 0.36078432 Ellipsis 0.83137256 0.8509804 0.20392157],[  0  51 137]
[0.7490196 0.40784314 0.5176471 Ellipsis 0.44705883 0.47843137 0.5137255],[402]
[0.84705883 0.47843137 0.3764706 Ellipsis 0.0 1.0 0.0],[ 27 137 263]
[0.0 0.9882353 0.22352941 Ellipsis 0.52156866 0.50980395 0.73333335],[105]
[0.654902 0.67058825 0.79607844 Ellipsis 1.0 0.27058825 0.4392157],[ 28  32  35 137]
"[0.7058824  0.25490198 0.43137255 0.3882353  0.40392157 0.3529412
 0.68235296 0.5058824  0.9372549  0.2901961  0.3764706  0.3019608
 0.3019608  0.54509807 0.41960785 0.7254902  0.1764706  0.3764706
 0.20784314 0.53333336 0.43137255 0.69803923 0.6156863  0.58431375
 0.42352942 0.42352942 0.52156866 0.60784316 0.6039216  0.54509807
 0.20784314 0.60784316 0.45490196 0.6039216  0.35686275 0.56078434
 0.6        0.2509804  0.2509804  0.3529412  0.61960787 0.10196079
 0.3529412  0.7764706  0.5764706  0.62352943 0.13725491 0.52156866
 0.5686275  0.41568628 0.47058824 0.827451   0.7058824  0.33333334
 0.21960784 0.6627451  0.         0.5568628  0.41960785 0.5529412
 0.73333335 0.30980393 0.1764706  0.5568628  0.13725491 0.63529414
 0.3254902  0.17254902 0.627451   0.7058824  0.34901962 1.
 0.5764706  0.7411765  0.33333334 0.5568628  0.5176471  0.69411767
 0.67058825 0.14901961 0.8784314  0.7176471  0.76862746 0.54509807
 0.31764707 0.6        0.47058824 0.84313726 0.49803922 0.9137255
 0.3882353  0.4509804  0.34901962 0.12156863 0.7058824  0.09803922
 0.30588236 0.4117647  0.28235295 0.6784314  0.4        0.92156863
 0.4392157  0.18431373 0.42745098 0.61960787 0.25490198 0.53333336
 0.42745098 0.50980395 0.5372549  0.28627452 0.94509804 0.47843137
 0.6156863  0.30588236 0.         0.17254902 0.69411767 0.654902
 0.5411765  0.19607843 0.6392157  0.8117647  0.7921569  0.74509805
 0.20784314 0.9647059  0.59607846 0.54901963 0.45882353 0.03529412
 0.0627451  0.3882353  0.7176471  0.7490196  1.         0.5647059
 0.5686275  0.7254902  0.         0.3254902  0.08235294 0.7607843
 0.21568628 0.3529412  0.30588236 0.27058825 0.5803922  0.76862746
 0.8862745  0.58431375 0.40784314 1.         0.3529412  0.5568628
 0.77254903 0.08627451 0.04705882 0.14901961 0.92941177 0.2509804
 0.38431373 1.         0.36862746 0.41568628 0.93333334 1.
 0.54509807 0.         0.27058825 0.18431373 0.972549   1.
 0.5529412  0.9607843  0.         0.44313726 0.         0.69803923
 0.5411765  0.25882354 0.03921569 0.8784314  0.         0.7019608
 0.5019608  1.         0.8392157  0.5686275  0.2509804  0.41960785
 0.         0.7058824  0.         0.         1.         0.44705883
 0.14117648 0.972549   0.40784314 1.         0.654902   0.8352941
 1.         0.2627451  0.5686275  1.         1.         1.
 0.         0.25882354 0.         1.         0.         1.
 1.         0.85882354 0.         0.         1.         0.26666668
 0.03921569 0.         0.30588236 0.23137255 0.14509805 0.48235294
 0.04705882 1.         1.         0.30588236 0.8        0.9607843
 0.2627451  0.         1.         1.         0.70980394 1.
 1.         0.16862746 0.8509804  0.         0.         0.11764706
 0.7176471  0.5019608  1.         1.         1.         0.
 1.         0.         0.         1.         0.50980395 0.9490196
 0.38431373 0.         0.         0.5254902  0.49411765 0.83137256
 1.         0.46666667 0.6        1.         0.         0.
 0.         1.         0.         0.22352941 0.         0.5764706
 0.4745098  1.         1.         1.         0.8        1.
 0.04705882 0.7019608  0.47058824 0.46666667 0.         0.5058824
 1.         0.2        0.6392157  0.6313726  0.7921569  0.6156863
 0.5803922  1.         0.05882353 0.         0.21568628 0.5882353
 1.         0.28627452 0.4862745  1.         0.         0.8666667
 0.         0.88235295 0.52156866 0.         0.         1.
 0.         0.85882354 0.01568628 1.         1.         0.5019608
 0.         0.64705884 0.31764707 0.4117647  0.4627451  0.6745098
 1.         0.         0.03921569 0.8627451  0.         1.
 1.         0.27450982 1.         0.         0.45490196 0.6
 1.         1.         0.         0.4509804  0.         0.89411765
 0.         1.         1.         1.         0.         0.
 1.         1.         0.8627451  0.         0.627451   0.7882353
 0.5176471  0.6784314  0.03921569 1.         1.         0.
 0.5411765  0.7372549  0.         0.         0.5058824  1.
 1.         0.20784314 1.         0.         0.67058825 0.
 0.11764706 0.46666667 1.         0.         1.         1.
 1.         0.21960784 1.         0.         0.25490198 1.
 0.54509807 0.9647059  0.49411765 0.         0.         0.52156866
 0.627451   0.8980392  1.         0.4117647  0.7254902  0.85490197
 0.         0.         0.05882353 1.         0.         0.52156866
 0.09411765 0.25882354 0.61960787 1.         0.9019608  1.
 0.34901962 1.         0.07450981 0.6117647  0.8156863  0.44313726
 0.         0.6509804  1.         0.         1.         0.76862746
 0.69803923 0.5254902  0.50980395 1.         0.         0.
 0.54509807 0.00392157 1.         0.13333334 1.         1.
 0.         0.7137255  0.         0.5686275  1.         0.56078434
 0.         1.         0.         0.88235295 0.20392157 1.
 1.         0.67058825 0.         0.         0.         0.1254902
 0.2784314  0.2901961  1.         0.         0.07450981 1.
 0.         1.         1.         0.20784314 1.         0.
 0.70980394 0.47058824 1.         1.         0.         0.44705883
 0.         0.8039216  0.3372549  1.         1.         1.
 0.         0.         0.7058824  0.24705882 0.6156863  0.
 0.         0.6        0.         1.         0.         1.
 1.         0.         0.3019608  0.         0.34117648 0.
 0.6039216  1.         0.6627451  0.         1.         0.3019608
 0.         0.         0.         0.         1.         0.
 1.         1.         1.         0.         0.627451   0.
 0.         1.         0.44705883 0.67058825 0.3882353  0.54509807
 0.         0.43137255 1.         0.00784314 1.         0.01176471
 0.         0.19607843 0.         0.8666667  0.03137255 0.8666667
 0.09803922 0.30588236 0.44705883 0.2901961  0.         1.
 1.         1.         0.         0.         0.8117647  0.
 1.         0.         0.         0.24705882 1.         0.99607843
 0.         1.         0.         0.         0.         0.5176471
 1.         0.         0.3647059  0.85882354 0.43529412 0.5058824
 0.         0.99215686 1.         0.74509805 0.89411765 0.
 0.01176471 0.         0.         1.         1.         0.61960787
 1.         0.6117647  0.68235296 0.         1.         0.
 1.         0.         0.         0.0627451  0.         0.
 0.24313726 1.         1.         0.07843138 0.9490196  0.46666667
 1.         0.         1.         0.         0.46666667 1.
 0.11372549 0.         0.         1.         1.         0.22745098
 0.62352943 1.         0.5686275  1.         0.6627451  0.05098039
 0.23529412 0.09019608 0.73333335 0.         0.         0.6392157
 0.8039216  1.         1.         0.09803922 1.         0.69803923
 1.         0.30980393 0.2784314  0.         1.         0.5372549
 1.         0.         0.56078434 0.3647059  0.75686276 1.
 0.         0.         1.         0.4392157  0.09803922 1.
 1.         1.         0.7490196  0.         0.47843137 0.5764706
 0.34117648 0.5764706  0.         0.44313726 0.60784316 0.
 1.         0.11764706 0.         0.         0.03921569 0.83137256
 0.13333334 0.3647059  0.13725491 0.9607843  0.7176471  0.35686275
 0.9490196  0.7254902  1.         0.8980392  0.45882353 0.6666667
 1.         0.         0.74509805 0.         0.         0.
 1.         0.5764706  0.80784315 0.6431373  0.05882353 0.
 0.49803922 0.5137255  0.21960784 0.4392157  0.25882354 0.7764706
 0.65882355 0.84705883 0.         0.72156864 0.54509807 0.03529412
 0.69803923 0.8117647  0.         0.         0.         0.00784314
 0.6156863  0.03921569 0.5176471  1.         1.         0.41568628
 0.76862746 0.627451   0.9411765  0.74509805 0.2901961  0.69803923
 0.         0.22352941 0.6901961  0.15294118 0.6666667  0.49411765
 1.         0.6392157  0.5529412  0.14901961 0.         0.00392157
 0.3137255  0.38431373 0.         0.03921569 0.10196079 0.49019608
 0.         0.7137255  0.3254902  0.44313726 0.         0.93333334
 0.3137255  0.         0.5372549  0.9529412  0.40392157 0.
 0.8862745  0.21568628 0.3019608  0.7529412  0.69411767 0.84313726
 1.         0.99215686 0.58431375 0.         0.         1.
 1.         0.         0.9647059  0.07843138 0.21960784 0.03921569
 1.         0.         0.91764706 0.30588236 0.8235294  0.5019608
 0.49411765 0.63529414 0.56078434 0.15686275 0.3882353  0.18039216]",[179 180 181 483]
[0.3882353 0.6784314 0.20784314 Ellipsis 0.0 1.0 0.0],[300 307 312 315]
[0.3764706 0.53333336 0.54509807 Ellipsis 0.63529414 1.0 0.0],[137 391]
"[0.21176471 0.34901962 0.54509807 Ellipsis 0.22745098 0.28235295
 0.13333334]",[458]
[0.0 0.3019608 0.45490196 Ellipsis 0.9843137 0.0 0.85882354],[501 503]
[0.5176471 0.6666667 1.0 Ellipsis 0.7882353 0.6039216 0.65882355],[0 2]
[0.7254902 0.30980393 0.68235296 Ellipsis 0.21960784 0.18431373 0.2509804],[185 188]
"[0.81960785 0.44313726 0.02745098 Ellipsis 0.59607846 0.52156866
 0.40392157]",[137 281]
[0.69411767 0.5882353 0.7137255 Ellipsis 0.87058824 0.7254902 0.0],[137 213 506]
[0.24313726 0.28235295 0.6431373 Ellipsis 0.6627451 0.8392157 1.0],[0 4]
[0.7921569 0.32941177 0.5294118 Ellipsis 0.41568628 0.5137255 0.7058824],[202]
[0.0 1.0 0.0 Ellipsis 0.27450982 0.8392157 0.41568628],[300 307 343 352]
[0.40784314 0.20784314 0.5647059 Ellipsis 0.5568628 0.0 1.0],[399]
[0.0 0.92156863 0.28235295 Ellipsis 0.0 0.0 1.0],[377]
[0.5803922 0.25490198 0.6627451 Ellipsis 0.6666667 0.34509805 1.0],[34]
[0.22745098 0.14117648 0.68235296 Ellipsis 0.0 0.39607844 0.0],[  0 416 417]
[0.34509805 0.36078432 0.6509804 Ellipsis 0.6784314 0.52156866 0.8862745],[  0 355]
[0.38039216 0.9137255 0.70980394 Ellipsis 0.07843138 0.16470589 0.04705882],[ 0 51]
[0.67058825 0.47058824 0.54509807 Ellipsis 0.34117648 0.3764706 0.12156863],[155 157]
[0.11764706 0.68235296 0.44313726 Ellipsis 1.0 0.3137255 0.0],[ 0 53 72 73 74]
[0.46666667 0.1764706 0.60784316 Ellipsis 0.39215687 0.5294118 0.0],[271]
[0.18039216 0.45490196 0.34509805 Ellipsis 0.0 0.7294118 0.05098039],[ 0 22]
[0.49411765 1.0 0.2509804 Ellipsis 1.0 0.7176471 0.0],[396 397]
"[0.47843137 0.48235294 0.54509807 Ellipsis 0.52156866 0.50980395
 0.73333335]",[437 439]
[0.26666668 0.7764706 0.8039216 Ellipsis 0.52156866 0.50980395 0.73333335],[48]
[0.6 0.6627451 0.47058824 Ellipsis 0.0 1.0 0.5411765],[137 213]
[0.7137255 0.38431373 0.7058824 Ellipsis 0.52156866 0.50980395 0.73333335],[137 228 263 379]
[0.7254902 1.0 0.44313726 Ellipsis 0.627451 0.21176471 1.0],[150 192]
[0.46666667 0.33333334 0.3882353 Ellipsis 0.0 0.21960784 0.84705883],[117 118 137]
[0.69411767 0.3372549 0.29411766 Ellipsis 0.47058824 0.49803922 0.0],[390]
[0.1764706 0.39215687 0.7411765 Ellipsis 0.6627451 0.8156863 0.6627451],[  0 399]
[0.17254902 0.47843137 0.2627451 Ellipsis 0.32156864 1.0 1.0],[437 439]
[0.2509804 0.3764706 0.6392157 Ellipsis 1.0 0.34509805 0.827451],[52]
[0.8156863 0.32941177 0.3372549 Ellipsis 0.2784314 0.67058825 0.7137255],[137 466]
[0.42745098 0.40392157 0.3372549 Ellipsis 0.0 0.2627451 0.1764706],[137 280]
[0.09019608 0.60784316 0.60784316 Ellipsis 0.0 0.8392157 0.43529412],[395 506]
[0.94509804 0.4862745 0.09803922 Ellipsis 0.47058824 0.18431373 0.32941177],[137 279]
[0.16078432 0.28627452 0.5921569 Ellipsis 0.0 1.0 1.0],[383]
[0.0 1.0 0.0 Ellipsis 0.50980395 0.11372549 0.77254903],[473]
[0.26666668 0.74509805 0.49411765 Ellipsis 0.12156863 0.5647059 0.60784316],[ 72  73  74 420 506]
[0.85490197 0.6784314 0.46666667 Ellipsis 0.0 1.0 0.627451],[137 248 249]
[0.46666667 0.5372549 0.75686276 Ellipsis 0.7490196 0.58431375 0.63529414],[419]
[0.7882353 0.25882354 0.43137255 Ellipsis 0.03529412 0.6509804 0.2509804],[137 279]
[0.45490196 0.6392157 0.827451 Ellipsis 1.0 0.84705883 0.8509804],[ 0 76]
[0.74509805 0.25490198 0.42352942 Ellipsis 1.0 0.36078432 0.4627451],[137 518]
[0.6745098 0.81960785 0.7176471 Ellipsis 0.14509805 0.24705882 0.8901961],[  0 137 251 264 274]
[0.35686275 0.3137255 0.94509804 Ellipsis 1.0 0.65882355 0.1882353],[ 0 43]
[0.5686275 0.37254903 0.40784314 Ellipsis 0.5529412 0.0 0.0],[352]
[0.19607843 0.67058825 0.10980392 Ellipsis 0.91764706 1.0 0.53333336],[51]
[0.5568628 0.29411766 0.61960787 Ellipsis 0.6745098 0.16470589 0.0],[  0 137 525]
[0.45490196 0.4392157 0.36862746 Ellipsis 0.0 0.6156863 0.45490196],[137 268]
[0.0 0.5058824 0.4392157 Ellipsis 0.37254903 0.04705882 0.0],[  0 300 341]
[0.5764706 0.1882353 0.43529412 Ellipsis 0.42745098 0.6039216 0.43137255],[  0 137 169]
[0.0 1.0 0.22745098 Ellipsis 0.5058824 0.1764706 0.8901961],[104 111]
[0.42745098 0.59607846 0.25490198 Ellipsis 1.0 0.07450981 0.0],[465]
[0.654902 0.6901961 0.6 Ellipsis 0.4 0.0 0.6627451],[  9 137 217 218]
[0.3254902 0.27058825 0.78431374 Ellipsis 0.84313726 0.4 0.3882353],[  0 456]
[0.827451 0.64705884 0.47058824 Ellipsis 0.23529412 0.0 0.0],[137 264 275]
[0.8745098 0.44705883 0.33333334 Ellipsis 0.15294118 0.43529412 0.45490196],[227]
[0.0 1.0 0.0 Ellipsis 0.62352943 0.10980392 0.4],[468 469]
[0.23921569 0.42352942 0.6 Ellipsis 0.10588235 0.5764706 0.09019608],[18]
[0.74509805 0.3529412 0.5294118 Ellipsis 1.0 1.0 0.43529412],[137 464 517]
[0.1882353 0.9137255 0.8980392 Ellipsis 1.0 0.23529412 0.7137255],[  0 358]
[0.36078432 0.3529412 0.4117647 Ellipsis 0.5921569 0.6156863 0.81960785],[137 525]
[0.19215687 0.42745098 0.54901963 Ellipsis 0.5254902 0.01960784 0.90588236],[  0 433]
[0.22745098 0.36862746 0.8901961 Ellipsis 0.5058824 1.0 1.0],[0 4]
[0.49803922 0.3882353 0.14509805 Ellipsis 0.0 0.6156863 0.0],[394]
[0.5686275 0.34901962 0.5921569 Ellipsis 0.59607846 0.24313726 0.0],[132 133]
[0.21176471 0.3647059 0.627451 Ellipsis 1.0 0.81960785 1.0],[289 290 291]
[0.8156863 0.46666667 0.26666668 Ellipsis 0.56078434 0.4745098 0.627451],[ 11  27 137]
[0.7607843 0.20392157 0.5254902 Ellipsis 0.5176471 0.15686275 0.07450981],[137 271]
[0.2 0.3254902 0.64705884 Ellipsis 0.20392157 0.2784314 0.41960785],[470]
[0.5803922 0.8156863 0.6431373 Ellipsis 0.9019608 0.62352943 0.14117648],[195 210]
[0.7529412 0.972549 0.21176471 Ellipsis 0.5176471 0.9254902 0.0],[86 90 91]
[0.29411766 0.43529412 0.5921569 Ellipsis 0.5294118 0.0 0.75686276],[126 127]
[0.21568628 0.25490198 0.7019608 Ellipsis 0.0 0.7137255 0.7372549],[111 112 113]
[0.654902 0.69411767 1.0 Ellipsis 0.0 0.78431374 0.15294118],[ 83 137]
[0.19607843 1.0 0.27058825 Ellipsis 1.0 0.76862746 0.2901961],[  0 300 317]
[0.6745098 0.49411765 0.8627451 Ellipsis 0.33333334 0.21176471 0.59607846],[ 0 19]
[0.16470589 0.3882353 0.6039216 Ellipsis 0.0 0.6666667 0.07450981],[388 400]
[0.0 0.78039217 0.4745098 Ellipsis 0.6901961 0.0 0.42745098],[121]
[0.6784314 0.10588235 0.49411765 Ellipsis 0.52156866 0.50980395 0.73333335],[384 386]
[0.2627451 0.3882353 0.54509807 Ellipsis 0.6901961 0.8117647 0.57254905],[478]
[0.0 1.0 0.0 Ellipsis 0.79607844 0.5294118 0.18431373],[  0 300 307 313 315]
[0.7882353 0.4392157 0.16078432 Ellipsis 0.52156866 0.5137255 0.5529412],[137 267 277]
[0.04313726 0.92156863 0.23137255 Ellipsis 0.00392157 0.0 0.02352941],[ 98 102 103]
"[0.58431375 0.44705883 0.20392157 Ellipsis 0.99607843 0.15686275
 0.90588236]",[137 519]
[0.2 0.96862745 0.14901961 Ellipsis 0.0 0.26666668 0.0],[310]
[0.19607843 0.69411767 0.5686275 Ellipsis 0.5568628 0.8352941 0.3254902],[  0 300 341]
[0.22745098 0.8745098 0.17254902 Ellipsis 1.0 1.0 0.40784314],[300 316 317 319]
[0.04313726 0.94509804 0.01568628 Ellipsis 0.0 1.0 0.9254902],[388 400]
[0.6784314 0.10588235 0.49411765 Ellipsis 0.92156863 0.7058824 0.9411765],[137 471]
[0.8745098 0.75686276 0.41568628 Ellipsis 0.0 0.24313726 0.21176471],[137 264]
[0.6313726 0.23137255 0.56078434 Ellipsis 0.654902 0.53333336 0.67058825],[137 269]
[0.67058825 0.21568628 0.4627451 Ellipsis 0.39215687 0.4 0.5921569],[137 462]
[0.2509804 0.6901961 0.12941177 Ellipsis 0.85490197 0.7254902 0.57254905],[345]
[0.40784314 0.5882353 0.5372549 Ellipsis 0.50980395 0.89411765 0.25490198],[  0 137 300 317]
[0.3647059 0.23137255 0.5803922 Ellipsis 0.62352943 0.11372549 1.0],[  0 474]
[0.6039216 0.6509804 0.4862745 Ellipsis 0.0 0.23529412 1.0],[350]
[0.7647059 0.30980393 0.4392157 Ellipsis 1.0 0.2901961 0.80784315],[137 227 232]
[0.42352942 0.7372549 0.17254902 Ellipsis 0.0 0.00392157 0.0],[26]
[0.34117648 0.42745098 1.0 Ellipsis 1.0 0.67058825 0.18431373],[  0 364 368]
